"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 31 02:27:11 GMT 2024","Sat Aug 31 02:27:11 GMT 2024","0","","EQUAL","","EQUAL","","DEDUCTIONEQUALTEST.02",""
"passed","Sat Aug 31 02:42:54 GMT 2024","Sat Aug 31 02:42:54 GMT 2024","0","","EXPERIMENTS","","EXPERIMENTS","","SYNTHESIZE-VIA-SUPERPOSE.03",""
"failed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:48:12 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","collatz.peano",""
"failed","Sat Aug 31 02:17:26 GMT 2024","Sat Aug 31 02:17:26 GMT 2024","0","","TRAVERSER","","TRAVERSER","","BASIC.11",""
"passed","Sat Aug 31 03:08:12 GMT 2024","Sat Aug 31 03:08:12 GMT 2024","0","","MULTIDIRECTIONAL","","MULTIDIRECTIONAL","","APPEND.02",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:33 GMT 2024","6000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b5_types_prelim",""
"failed","Sat Aug 31 03:04:40 GMT 2024","Sat Aug 31 03:04:40 GMT 2024","0","","BIDIRECTIONAL-COMPUTATION","","BIDIRECTIONAL-COMPUTATION","","REVERSE-ARITHMETIC.01",""
"passed","Sat Aug 31 02:24:21 GMT 2024","Sat Aug 31 02:24:21 GMT 2024","0","","COMMON","","COMMON","","ORDEREDSETTEST.04",""
"passed","Sat Aug 31 02:24:10 GMT 2024","Sat Aug 31 02:24:10 GMT 2024","0","","BACKWARD-CHAINING","","BACKWARD-CHAINING","","BC-XP.12",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:42 GMT 2024","15000","","WHOLE-TESTS","","WHOLE-TESTS","","traverser.basic",""
"passed","Sat Aug 31 02:27:25 GMT 2024","Sat Aug 31 02:27:25 GMT 2024","0","","FORWARD-CHAINER","","FORWARD-CHAINER","","FORWARD-CHAINER-XP.03",""
"passed","Sat Aug 31 02:30:16 GMT 2024","Sat Aug 31 02:30:16 GMT 2024","0","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-MONTH-XP.02",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","C1-GROUNDED-BASIC.03",""
"passed","Sat Aug 31 02:19:41 GMT 2024","Sat Aug 31 02:19:41 GMT 2024","0","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","B5-TYPES-PRELIM.07",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B0-CHAINING-PRELIM.04",""
"passed","Sat Aug 31 02:20:01 GMT 2024","Sat Aug 31 02:20:01 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","E2-STATES.05",""
"failed","Sat Aug 31 03:15:46 GMT 2024","Sat Aug 31 03:15:46 GMT 2024","0","","COMPARISONS","","COMPARISONS","","INF-CTL-MONTH-XP-SHORT-6.01",""
"passed","Sat Aug 31 02:24:04 GMT 2024","Sat Aug 31 02:24:04 GMT 2024","0","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.05",""
"failed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:48:12 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","dependent-types.MinerDTL3Test",""
"passed","Sat Aug 31 02:24:52 GMT 2024","Sat Aug 31 02:24:52 GMT 2024","0","","FORMULA","","FORMULA","","DEDUCTIONFORMULATEST.05",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:48:02 GMT 2024","35000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.mettalogTestCurried",""
"passed","Sat Aug 31 02:24:04 GMT 2024","Sat Aug 31 02:24:04 GMT 2024","0","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.07",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.07",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","C1-GROUNDED-BASIC.22",""
"passed","Sat Aug 31 01:49:23 GMT 2024","Sat Aug 31 01:49:23 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","TESTS0.07",""
"passed","Sat Aug 31 01:53:43 GMT 2024","Sat Aug 31 01:53:43 GMT 2024","0","","MAIN-BRANCH","","MAIN-BRANCH","","TESTS1-PRE.07",""
"passed","Sat Aug 31 02:20:01 GMT 2024","Sat Aug 31 02:20:01 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D4-TYPE-PROP.07",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:31 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","aunt-kg.baseline_formulation",""
"failed","Sat Aug 31 02:33:02 GMT 2024","Sat Aug 31 02:33:02 GMT 2024","0","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.11",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","C2-SPACES.03",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","pln.gene-pln-xp",""
"passed","Sat Aug 31 02:46:27 GMT 2024","Sat Aug 31 02:46:27 GMT 2024","0","","STRIPS-TO-METTA-IMPROVED","","STRIPS-TO-METTA-IMPROVED","","QUERIES.05",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:31 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","main-branch.prereqs",""
"failed","Sat Aug 31 02:22:58 GMT 2024","Sat Aug 31 02:22:58 GMT 2024","0","","DEPENDENT-TYPES","","DEPENDENT-TYPES","","IMPLICATIONDIRECTINTRODUCTIONDTLTEST.04",""
"failed","Sat Aug 31 02:17:26 GMT 2024","Sat Aug 31 02:17:26 GMT 2024","0","","TRAVERSER","","TRAVERSER","","BASIC.09",""
"failed","Sat Aug 31 02:16:32 GMT 2024","Sat Aug 31 02:16:32 GMT 2024","0","","STACK-BASED","","STACK-BASED","","REWRITES.03",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B1-EQUAL-CHAIN.04",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.06",""
"failed","Sat Aug 31 02:42:54 GMT 2024","Sat Aug 31 02:42:54 GMT 2024","0","","EXPERIMENTS","","EXPERIMENTS","","UNIFY-VIA-CASE.04",""
"passed","Sat Aug 31 02:27:43 GMT 2024","Sat Aug 31 02:27:43 GMT 2024","0","","HOL","","HOL","","NATSTANDALONETEST.04",""
"passed","Sat Aug 31 02:20:01 GMT 2024","Sat Aug 31 02:20:01 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D3-DEPTYPES.01",""
"passed","Sat Aug 31 02:20:01 GMT 2024","Sat Aug 31 02:20:01 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","E2-STATES.02",""
"failed","Sat Aug 31 02:19:41 GMT 2024","Sat Aug 31 02:19:41 GMT 2024","0","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.52",""
"failed","Sat Aug 31 03:04:53 GMT 2024","Sat Aug 31 03:04:53 GMT 2024","0","","CONTAINERS-ARE-SPACES","","CONTAINERS-ARE-SPACES","","04-MATCH-LIST-LIKE-SPACE.02",""
"failed","Sat Aug 31 02:19:41 GMT 2024","Sat Aug 31 02:19:41 GMT 2024","0","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.66",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D4-TYPE-PROP.16",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B3-DIRECT.01",""
"passed","Sat Aug 31 02:27:43 GMT 2024","Sat Aug 31 02:27:43 GMT 2024","0","","HOL","","HOL","","NATPARITYTEST.01",""
"failed","Sat Aug 31 02:01:15 GMT 2024","Sat Aug 31 02:01:15 GMT 2024","0","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-4.21",""
"failed","Sat Aug 31 03:08:16 GMT 2024","Sat Aug 31 03:08:16 GMT 2024","0","","BASIC","","BASIC","","TEST-INFER-FUNCTION-APPLICATION-TYPE.09",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","nars_extras.NARS_BuildTupleCounts",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","SICP_book.chapter_1_1",""
"passed","Sat Aug 31 02:22:58 GMT 2024","Sat Aug 31 02:22:58 GMT 2024","0","","DEPENDENT-TYPES","","DEPENDENT-TYPES","","DEDUCTIONIMPLICATIONDIRECTINTRODUCTIONDTLTEST.02",""
"failed","Sat Aug 31 02:33:02 GMT 2024","Sat Aug 31 02:33:02 GMT 2024","0","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.26",""
"failed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:48:12 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","new.tests4",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:31 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","chaining.chaining_prelim",""
"passed","Sat Aug 31 02:24:10 GMT 2024","Sat Aug 31 02:24:10 GMT 2024","0","","BACKWARD-CHAINING","","BACKWARD-CHAINING","","BC-XP.04",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","chaining.parent_go_comp",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:31 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","debugging.hyperon_experimental_issue_516_redduced",""
"passed","Sat Aug 31 02:30:16 GMT 2024","Sat Aug 31 02:30:16 GMT 2024","0","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-MONTH-BC-CONT-XP.12",""
"passed","Sat Aug 31 01:49:07 GMT 2024","Sat Aug 31 01:49:07 GMT 2024","0","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","03-SORING-VIA-INSERT.02",""
"failed","Sat Aug 31 02:27:43 GMT 2024","Sat Aug 31 02:27:43 GMT 2024","0","","HOL","","HOL","","NATSTANDALONETEST.12",""
"failed","Sat Aug 31 02:33:02 GMT 2024","Sat Aug 31 02:33:02 GMT 2024","0","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.13",""
"passed","Sat Aug 31 02:24:21 GMT 2024","Sat Aug 31 02:24:21 GMT 2024","0","","COMMON","","COMMON","","LISTTEST.19",""
"passed","Sat Aug 31 01:49:07 GMT 2024","Sat Aug 31 01:49:07 GMT 2024","0","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","00-LANG-CASE.16",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:31 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","check_types.d1_gadt",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","perfect-numbers.basic",""
"passed","Sat Aug 31 01:49:23 GMT 2024","Sat Aug 31 01:49:23 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","HYPERPOSE.03",""
"passed","Sat Aug 31 03:05:01 GMT 2024","Sat Aug 31 03:05:01 GMT 2024","0","","DEBUGGING","","DEBUGGING","","HYPERON-EXPERIMENTAL-ISSUE-516.01",""
"passed","Sat Aug 31 02:27:25 GMT 2024","Sat Aug 31 02:27:25 GMT 2024","0","","FORWARD-CHAINER","","FORWARD-CHAINER","","FORWARD-CHAINER-TEST.03",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:31 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.peano",""
"failed","Sat Aug 31 02:42:50 GMT 2024","Sat Aug 31 02:42:50 GMT 2024","0","","SYNTHESIS","","SYNTHESIS","","UNIFYTEST.03",""
"passed","Sat Aug 31 02:24:04 GMT 2024","Sat Aug 31 02:24:04 GMT 2024","0","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.11",""
"passed","Sat Aug 31 01:58:34 GMT 2024","Sat Aug 31 01:58:34 GMT 2024","0","","CHAINING","","CHAINING","","V2-PLN-XP-EASY-IMPL.02",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B1-EQUAL-CHAIN.06",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.d1_gadt",""
"passed","Sat Aug 31 02:42:54 GMT 2024","Sat Aug 31 02:42:54 GMT 2024","0","","EXPERIMENTS","","EXPERIMENTS","","SYNTHESIZE-VIA-TYPE-CHECKING.07",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","F1-IMPORTS.01",""
"passed","Sat Aug 31 02:01:15 GMT 2024","Sat Aug 31 02:01:15 GMT 2024","0","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-3.32",""
"passed","Sat Aug 31 02:20:01 GMT 2024","Sat Aug 31 02:20:01 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D2-HIGHERFUNC.16",""
"passed","Sat Aug 31 03:08:16 GMT 2024","Sat Aug 31 03:08:16 GMT 2024","0","","BASIC","","BASIC","","HYPERPOSING-SHARED.03",""
"passed","Sat Aug 31 01:49:23 GMT 2024","Sat Aug 31 01:49:23 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","MULTIFUNCTION.01",""
"failed","Sat Aug 31 03:06:11 GMT 2024","Sat Aug 31 03:06:11 GMT 2024","0","","DISTRIBUTED-PROCESSING","","DISTRIBUTED-PROCESSING","","CREATE-SERVER.02",""
"passed","Sat Aug 31 02:24:04 GMT 2024","Sat Aug 31 02:24:04 GMT 2024","0","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.19",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D4-TYPE-PROP.07",""
"passed","Sat Aug 31 02:17:45 GMT 2024","Sat Aug 31 02:17:45 GMT 2024","0","","AI-SERVICE","","AI-SERVICE","","AI-SERVICE-COMPOSITION-SANITY.04",""
"passed","Sat Aug 31 03:08:12 GMT 2024","Sat Aug 31 03:08:12 GMT 2024","0","","MULTIDIRECTIONAL","","MULTIDIRECTIONAL","","APPEND.01",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D3-DEPTYPES.02",""
"passed","Sat Aug 31 02:27:43 GMT 2024","Sat Aug 31 02:27:43 GMT 2024","0","","HOL","","HOL","","NATPARITYTEST.08",""
"passed","Sat Aug 31 02:33:02 GMT 2024","Sat Aug 31 02:33:02 GMT 2024","0","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.04",""
"passed","Sat Aug 31 02:19:41 GMT 2024","Sat Aug 31 02:19:41 GMT 2024","0","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.43",""
"passed","Sat Aug 31 02:01:15 GMT 2024","Sat Aug 31 02:01:15 GMT 2024","0","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-3.17",""
"passed","Sat Aug 31 02:24:04 GMT 2024","Sat Aug 31 02:24:04 GMT 2024","0","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.33",""
"failed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","E2-STATES.07",""
"passed","Sat Aug 31 03:15:46 GMT 2024","Sat Aug 31 03:15:46 GMT 2024","0","","COMPARISONS","","COMPARISONS","","INF-CTL-MONTH-XP-SHORT.02",""
"passed","Sat Aug 31 01:49:23 GMT 2024","Sat Aug 31 01:49:23 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","HYPERPOSE.02",""
"passed","Sat Aug 31 02:56:21 GMT 2024","Sat Aug 31 02:56:21 GMT 2024","0","","NEW","","NEW","","TESTS0.05",""
"passed","Sat Aug 31 01:58:34 GMT 2024","Sat Aug 31 01:58:34 GMT 2024","0","","CHAINING","","CHAINING","","BC-XP.03",""
"passed","Sat Aug 31 02:24:21 GMT 2024","Sat Aug 31 02:24:21 GMT 2024","0","","COMMON","","COMMON","","NUMTEST.03",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:31 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","loop-checks.06_loop_1",""
"passed","Sat Aug 31 02:01:15 GMT 2024","Sat Aug 31 02:01:15 GMT 2024","0","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-4.12",""
"passed","Sat Aug 31 02:19:41 GMT 2024","Sat Aug 31 02:19:41 GMT 2024","0","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.02",""
"passed","Sat Aug 31 02:13:05 GMT 2024","Sat Aug 31 02:13:05 GMT 2024","1","","PROB-DEP-TYPES","","PROB-DEP-TYPES","","INF-ORDER-PROBS.07",""
"failed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:48:12 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","main-branch.tests4",""
"passed","Sat Aug 31 01:51:31 GMT 2024","Sat Aug 31 01:51:31 GMT 2024","0","","ANTI-REGRESSION","","ANTI-REGRESSION","","TMPMATCH1.05",""
"failed","Sat Aug 31 03:06:11 GMT 2024","Sat Aug 31 03:06:11 GMT 2024","0","","DISTRIBUTED-PROCESSING","","DISTRIBUTED-PROCESSING","","CREATE-SERVER.04",""
"passed","Sat Aug 31 01:49:23 GMT 2024","Sat Aug 31 01:49:23 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","SUPERCOLLAPSE.01",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:31 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b0_chaining_prelim",""
"passed","Sat Aug 31 02:33:02 GMT 2024","Sat Aug 31 02:33:02 GMT 2024","0","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IFC-XP.40",""
"passed","Sat Aug 31 02:27:43 GMT 2024","Sat Aug 31 02:27:43 GMT 2024","0","","HOL","","HOL","","NATSTANDALONETEST.05",""
"failed","Sat Aug 31 02:20:01 GMT 2024","Sat Aug 31 02:20:01 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D4-TYPE-PROP.11",""
"passed","Sat Aug 31 02:22:58 GMT 2024","Sat Aug 31 02:22:58 GMT 2024","0","","DEPENDENT-TYPES","","DEPENDENT-TYPES","","SUPPORTRULEEXP.02",""
"passed","Sat Aug 31 02:01:15 GMT 2024","Sat Aug 31 02:01:15 GMT 2024","0","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-3.34",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:31 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","debugging.hyperon_experimental_issue_500",""
"failed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:48:12 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","soap_opera_corpus.so_convert",""
"passed","Sat Aug 31 02:19:41 GMT 2024","Sat Aug 31 02:19:41 GMT 2024","0","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.13",""
"passed","Sat Aug 31 01:49:07 GMT 2024","Sat Aug 31 01:49:07 GMT 2024","0","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","00-LANG-CASE.01",""
"failed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D5-AUTO-TYPES.05",""
"failed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:48:12 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","basic.fwgc1",""
"passed","Sat Aug 31 01:51:31 GMT 2024","Sat Aug 31 01:51:31 GMT 2024","0","","ANTI-REGRESSION","","ANTI-REGRESSION","","TEST-IF-CLOSED.11",""
"passed","Sat Aug 31 02:22:58 GMT 2024","Sat Aug 31 02:22:58 GMT 2024","0","","DEPENDENT-TYPES","","DEPENDENT-TYPES","","SUPPORTRULEEXP.03",""
"passed","Sat Aug 31 03:08:16 GMT 2024","Sat Aug 31 03:08:16 GMT 2024","0","","BASIC","","BASIC","","HYPERPOSING.07",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:31 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","traverser.creation",""
"passed","Sat Aug 31 01:47:32 GMT 2024","Sat Aug 31 01:47:32 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D4-TYPE-PROP.05",""
"passed","Sat Aug 31 03:15:46 GMT 2024","Sat Aug 31 03:15:46 GMT 2024","0","","COMPARISONS","","COMPARISONS","","INF-CTL-MONTH-XP-SHORT-3.01",""
"passed","Sat Aug 31 02:46:27 GMT 2024","Sat Aug 31 02:46:27 GMT 2024","0","","STRIPS-TO-METTA-IMPROVED","","STRIPS-TO-METTA-IMPROVED","","QUERIES.02",""
"failed","Sat Aug 31 01:53:43 GMT 2024","Sat Aug 31 01:53:43 GMT 2024","0","","MAIN-BRANCH","","MAIN-BRANCH","","TESTS5.01",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:48:00 GMT 2024","33000","","WHOLE-TESTS","","WHOLE-TESTS","","main-branch.tests1_pre",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:31 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","metta_to_amr.instances",""
"passed","Sat Aug 31 03:08:16 GMT 2024","Sat Aug 31 03:08:16 GMT 2024","0","","BASIC","","BASIC","","KEY-LOOKUPS-MANY.04",""
"failed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:48:12 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","basic.pathfinding-med-f",""
"passed","Sat Aug 31 01:47:27 GMT 2024","Sat Aug 31 01:47:34 GMT 2024","7000","","WHOLE-TESTS","","WHOLE-TESTS","","comparisons.nils_if_control_test_2",""
"passed","Sat Aug 31 03:08:16 GMT 2024","Sat Aug 31 03:08:16 GMT 2024","0","","BASIC","","BASIC","","HYPERPOSING.06",""
